impression_id,watch_id,user_id,ad_id,video_id,timestamp,ad_position,ad_type,category_match,device
695,1351,186,396,F-KfKbCDBIk,2024-06-13 19:39:00.000000,pre-roll,mid-roll,True,mobile
696,1352,1802,471,F-KfKbCDBIk,2024-03-19 19:33:00.000000,pre-roll,bumper,True,mobile
697,1354,1920,142,F-KfKbCDBIk,2024-05-10 06:47:00.000000,pre-roll,banner,True,smart_tv
698,1357,1416,202,F-KfKbCDBIk,2024-01-04 16:18:00.000000,pre-roll,bumper,True,mobile
699,1358,286,9,F-KfKbCDBIk,2024-05-21 19:40:00.000000,pre-roll,non-skippable,False,mobile
700,1362,1815,342,dfK4zEk5cVk,2024-06-28 22:40:00.000000,pre-roll,mid-roll,True,desktop
701,1363,1505,49,dfK4zEk5cVk,2024-12-12 17:45:00.000000,pre-roll,bumper,True,mobile
702,1364,1501,93,dfK4zEk5cVk,2024-03-28 18:10:00.000000,pre-roll,skippable,True,mobile
703,1370,628,165,dfK4zEk5cVk,2024-01-18 11:00:00.000000,pre-roll,skippable,True,desktop
704,1373,871,159,dfK4zEk5cVk,2024-01-20 15:31:00.000000,pre-roll,pre-roll,False,desktop
705,1373,871,1,dfK4zEk5cVk,2024-01-20 15:32:07.307696,mid-roll,non-skippable,False,desktop
706,1373,871,142,dfK4zEk5cVk,2024-01-20 15:33:00.989184,mid-roll,banner,True,desktop
707,1381,1284,300,dfK4zEk5cVk,2024-11-08 22:23:00.000000,pre-roll,skippable,False,mobile
708,1387,146,492,dfK4zEk5cVk,2024-10-03 04:07:00.000000,pre-roll,mid-roll,True,mobile
709,1393,26,118,dfK4zEk5cVk,2024-04-19 05:33:00.000000,pre-roll,skippable,True,desktop
710,1395,1963,292,2gWbNcgZFM0,2024-08-04 18:13:00.000000,pre-roll,mid-roll,True,desktop
711,1397,1139,362,2gWbNcgZFM0,2024-05-21 12:30:00.000000,pre-roll,mid-roll,False,desktop
712,1399,1135,471,2gWbNcgZFM0,2024-10-05 21:33:00.000000,pre-roll,bumper,True,mobile
713,1401,1903,388,2gWbNcgZFM0,2024-03-21 18:16:00.000000,pre-roll,pre-roll,True,mobile
714,1401,1903,292,2gWbNcgZFM0,2024-03-21 18:18:24.454038,mid-roll,mid-roll,True,mobile
715,1401,1903,103,2gWbNcgZFM0,2024-03-21 18:18:31.620217,mid-roll,mid-roll,False,mobile
716,1402,1807,312,2gWbNcgZFM0,2024-10-20 21:08:00.000000,pre-roll,pre-roll,True,mobile
717,1402,1807,270,2gWbNcgZFM0,2024-10-20 21:08:55.268187,mid-roll,banner,True,mobile
718,1404,1760,112,2gWbNcgZFM0,2024-01-29 13:25:00.000000,pre-roll,banner,False,mobile
719,1407,964,312,2gWbNcgZFM0,2024-06-03 10:00:00.000000,pre-roll,pre-roll,True,mobile
720,1408,1591,11,2gWbNcgZFM0,2024-06-08 19:46:00.000000,pre-roll,skippable,True,mobile
721,1410,375,390,2gWbNcgZFM0,2024-04-10 16:23:00.000000,pre-roll,skippable,True,mobile
722,1412,823,386,2gWbNcgZFM0,2024-06-10 08:03:00.000000,pre-roll,banner,True,tablet
723,1414,194,292,2gWbNcgZFM0,2024-06-22 16:50:00.000000,pre-roll,mid-roll,True,mobile
724,1415,727,396,2gWbNcgZFM0,2024-06-18 18:04:00.000000,pre-roll,mid-roll,True,mobile
725,1416,1787,460,2gWbNcgZFM0,2024-01-07 11:01:00.000000,pre-roll,banner,True,mobile
726,1419,1694,183,x_v9XHfNYnA,2024-03-25 21:54:00.000000,pre-roll,pre-roll,False,mobile
727,1419,1694,363,x_v9XHfNYnA,2024-03-25 21:55:47.379238,mid-roll,non-skippable,True,mobile
728,1419,1694,489,x_v9XHfNYnA,2024-03-25 21:56:02.022183,mid-roll,mid-roll,True,mobile
729,1421,287,132,x_v9XHfNYnA,2024-08-09 16:11:00.000000,pre-roll,banner,True,mobile
730,1421,287,455,x_v9XHfNYnA,2024-08-09 16:13:10.607218,mid-roll,pre-roll,True,mobile
731,1421,287,11,x_v9XHfNYnA,2024-08-09 16:13:52.391919,mid-roll,skippable,True,mobile
732,1423,549,71,x_v9XHfNYnA,2024-06-10 19:16:00.000000,pre-roll,skippable,True,mobile
733,1424,1397,208,x_v9XHfNYnA,2024-10-17 20:05:00.000000,pre-roll,banner,True,mobile
734,1424,1397,402,x_v9XHfNYnA,2024-10-17 20:05:57.462406,mid-roll,non-skippable,True,mobile
735,1428,533,359,x_v9XHfNYnA,2024-06-10 19:33:00.000000,pre-roll,pre-roll,True,mobile
736,1429,1553,271,x_v9XHfNYnA,2024-06-13 12:26:00.000000,pre-roll,skippable,True,mobile
737,1433,440,57,x_v9XHfNYnA,2024-10-25 12:48:00.000000,pre-roll,non-skippable,True,mobile
738,1434,188,165,x_v9XHfNYnA,2024-10-22 17:53:00.000000,pre-roll,skippable,True,mobile
739,1436,1293,484,x_v9XHfNYnA,2024-09-18 17:52:00.000000,pre-roll,pre-roll,False,desktop
740,1436,1293,438,x_v9XHfNYnA,2024-09-18 17:53:41.444365,mid-roll,skippable,False,desktop
741,1440,1553,369,x_v9XHfNYnA,2024-07-29 07:40:00.000000,pre-roll,mid-roll,True,mobile
742,1442,151,81,x_v9XHfNYnA,2024-04-02 18:44:00.000000,pre-roll,non-skippable,False,desktop
743,1446,820,174,x_v9XHfNYnA,2024-11-21 19:06:00.000000,pre-roll,banner,True,mobile
744,1446,820,173,x_v9XHfNYnA,2024-11-21 19:06:30.379583,mid-roll,non-skippable,True,mobile
745,1449,379,135,x_v9XHfNYnA,2024-05-19 15:10:00.000000,pre-roll,skippable,True,desktop
746,1450,1151,359,GPwRRVdzkdc,2024-11-20 08:55:00.000000,pre-roll,pre-roll,True,mobile
747,1450,1151,127,GPwRRVdzkdc,2024-11-20 08:55:42.589258,mid-roll,skippable,False,mobile
748,1450,1151,127,GPwRRVdzkdc,2024-11-20 08:55:39.018016,mid-roll,skippable,False,mobile
749,1452,1611,135,GPwRRVdzkdc,2024-02-02 21:08:00.000000,pre-roll,skippable,True,mobile
750,1452,1611,380,GPwRRVdzkdc,2024-02-02 21:09:17.466164,mid-roll,banner,True,mobile
751,1452,1611,292,GPwRRVdzkdc,2024-02-02 21:10:29.745869,mid-roll,mid-roll,True,mobile
752,1456,962,271,GPwRRVdzkdc,2024-08-23 19:22:00.000000,pre-roll,skippable,True,tablet
753,1458,1777,23,GPwRRVdzkdc,2024-07-20 19:27:00.000000,pre-roll,pre-roll,False,mobile
754,1458,1777,135,GPwRRVdzkdc,2024-07-20 19:29:11.540229,mid-roll,skippable,True,mobile
755,1461,1554,351,GPwRRVdzkdc,2024-10-12 13:35:00.000000,pre-roll,skippable,False,mobile
756,1462,779,256,GPwRRVdzkdc,2024-05-22 10:06:00.000000,pre-roll,mid-roll,False,mobile
757,1463,1805,209,GPwRRVdzkdc,2024-10-07 16:38:00.000000,pre-roll,non-skippable,True,desktop
758,1470,136,460,GPwRRVdzkdc,2024-01-28 19:58:00.000000,pre-roll,banner,True,mobile
759,1470,136,277,GPwRRVdzkdc,2024-01-28 20:00:37.488302,mid-roll,mid-roll,False,mobile
760,1474,1143,294,GPwRRVdzkdc,2024-03-20 10:05:00.000000,pre-roll,skippable,True,mobile
761,1476,213,258,GPwRRVdzkdc,2024-08-13 19:05:00.000000,pre-roll,banner,True,mobile
762,1479,881,380,GPwRRVdzkdc,2024-08-03 12:36:00.000000,pre-roll,banner,True,mobile
763,1480,1083,148,GPwRRVdzkdc,2024-08-06 01:56:00.000000,pre-roll,banner,False,mobile
764,1482,779,380,KlWmhyaVsSU,2024-04-18 11:16:00.000000,pre-roll,banner,True,mobile
765,1483,779,93,KlWmhyaVsSU,2024-03-05 06:04:00.000000,pre-roll,skippable,True,mobile
766,1484,934,11,KlWmhyaVsSU,2024-10-08 13:22:00.000000,pre-roll,skippable,True,tablet
767,1486,850,496,KlWmhyaVsSU,2024-02-04 23:18:00.000000,pre-roll,pre-roll,False,smart_tv
768,1489,1581,57,KlWmhyaVsSU,2024-09-29 20:04:00.000000,pre-roll,non-skippable,True,mobile
769,1494,136,118,palMj0iq-3g,2024-09-16 06:59:00.000000,pre-roll,skippable,True,mobile
770,1494,136,219,palMj0iq-3g,2024-09-16 07:00:28.368604,mid-roll,bumper,True,mobile
771,1494,136,463,palMj0iq-3g,2024-09-16 06:59:50.661281,mid-roll,skippable,False,mobile
772,1495,1573,72,palMj0iq-3g,2024-09-04 14:30:00.000000,pre-roll,skippable,True,mobile
773,1500,1363,111,palMj0iq-3g,2024-10-26 21:20:00.000000,pre-roll,non-skippable,True,mobile
774,1505,1872,213,palMj0iq-3g,2024-11-10 03:06:00.000000,pre-roll,non-skippable,True,mobile
775,1507,195,396,palMj0iq-3g,2024-02-24 00:13:00.000000,pre-roll,mid-roll,True,mobile
776,1507,195,165,palMj0iq-3g,2024-02-24 00:13:46.743842,mid-roll,skippable,True,mobile
777,1510,1731,174,palMj0iq-3g,2024-05-20 11:45:00.000000,pre-roll,banner,True,mobile
778,1512,956,135,palMj0iq-3g,2024-06-27 12:08:00.000000,pre-roll,skippable,True,tablet
779,1512,956,402,palMj0iq-3g,2024-06-27 12:08:45.767143,mid-roll,non-skippable,True,tablet
780,1512,956,312,palMj0iq-3g,2024-06-27 12:09:24.471016,mid-roll,pre-roll,True,tablet
781,1513,119,202,palMj0iq-3g,2024-08-05 06:21:00.000000,pre-roll,bumper,True,desktop
782,1516,895,271,palMj0iq-3g,2024-05-18 21:34:00.000000,pre-roll,skippable,True,desktop
783,1520,1302,142,palMj0iq-3g,2024-05-31 19:34:00.000000,pre-roll,banner,True,mobile
784,1525,1277,315,pxzHn_T1Vvs,2024-07-31 21:46:00.000000,pre-roll,mid-roll,False,desktop
785,1525,1277,460,pxzHn_T1Vvs,2024-07-31 21:48:40.524391,mid-roll,banner,True,desktop
786,1525,1277,369,pxzHn_T1Vvs,2024-07-31 21:46:59.990762,mid-roll,mid-roll,True,desktop
787,1527,940,455,pxzHn_T1Vvs,2024-09-26 15:39:00.000000,pre-roll,pre-roll,True,mobile
788,1529,1403,314,pxzHn_T1Vvs,2024-09-01 11:22:00.000000,pre-roll,bumper,False,desktop
789,1529,1403,213,pxzHn_T1Vvs,2024-09-01 11:23:12.330170,mid-roll,non-skippable,True,desktop
790,1529,1403,410,pxzHn_T1Vvs,2024-09-01 11:23:01.662797,mid-roll,skippable,False,desktop
791,1531,1780,118,pxzHn_T1Vvs,2024-05-08 03:09:00.000000,pre-roll,skippable,True,desktop
792,1532,1581,375,pxzHn_T1Vvs,2024-07-31 18:49:00.000000,pre-roll,bumper,False,mobile
793,1534,1869,142,pxzHn_T1Vvs,2024-01-04 08:02:00.000000,pre-roll,banner,True,desktop
794,1534,1869,273,pxzHn_T1Vvs,2024-01-04 08:03:34.493702,mid-roll,non-skippable,True,desktop
795,1535,1512,93,OZQmt6Edg8k,2024-08-18 19:52:00.000000,pre-roll,skippable,True,tablet
796,1539,355,15,OZQmt6Edg8k,2024-03-05 18:16:00.000000,pre-roll,skippable,False,mobile
797,1541,728,213,OZQmt6Edg8k,2024-11-30 21:50:00.000000,pre-roll,non-skippable,True,mobile
798,1542,1794,2,OZQmt6Edg8k,2024-10-03 18:01:00.000000,pre-roll,non-skippable,True,mobile
799,1543,126,390,OZQmt6Edg8k,2024-12-02 13:49:00.000000,pre-roll,skippable,True,mobile
800,1545,216,359,OZQmt6Edg8k,2024-09-01 20:56:00.000000,pre-roll,pre-roll,True,mobile
801,1546,912,47,OZQmt6Edg8k,2024-10-17 14:10:00.000000,pre-roll,pre-roll,False,desktop
802,1547,14,384,YwqzJF1iBhA,2024-06-15 19:26:00.000000,pre-roll,bumper,False,tablet
803,1548,1111,380,YwqzJF1iBhA,2024-02-14 08:02:00.000000,pre-roll,banner,True,tablet
804,1551,1787,174,YwqzJF1iBhA,2024-10-24 18:28:00.000000,pre-roll,banner,True,mobile
805,1556,1350,111,YwqzJF1iBhA,2024-02-08 00:43:00.000000,pre-roll,non-skippable,True,desktop
806,1560,1646,402,YwqzJF1iBhA,2024-02-15 22:39:00.000000,pre-roll,non-skippable,True,desktop
807,1561,419,72,YwqzJF1iBhA,2024-11-19 21:26:00.000000,pre-roll,skippable,True,mobile
808,1561,419,492,YwqzJF1iBhA,2024-11-19 21:26:58.644208,mid-roll,mid-roll,True,mobile
809,1561,419,219,YwqzJF1iBhA,2024-11-19 21:27:23.727686,mid-roll,bumper,True,mobile
810,1566,145,312,RLRaL40y0oE,2024-08-03 11:35:00.000000,pre-roll,pre-roll,True,desktop
811,1566,145,165,RLRaL40y0oE,2024-08-03 11:36:15.475395,mid-roll,skippable,True,desktop
812,1566,145,380,RLRaL40y0oE,2024-08-03 11:35:39.761138,mid-roll,banner,True,desktop
813,1570,1563,184,RLRaL40y0oE,2024-10-07 17:26:00.000000,pre-roll,pre-roll,False,desktop
814,1574,522,18,RLRaL40y0oE,2024-04-05 06:18:00.000000,pre-roll,non-skippable,False,mobile
815,1575,1141,209,RLRaL40y0oE,2024-01-18 14:17:00.000000,pre-roll,non-skippable,True,smart_tv
816,1577,473,93,qC-X5MogTI0,2024-03-26 21:11:00.000000,pre-roll,skippable,True,mobile
817,1579,511,386,qC-X5MogTI0,2024-04-04 08:39:00.000000,pre-roll,banner,True,mobile
818,1580,440,380,qC-X5MogTI0,2024-09-17 19:56:00.000000,pre-roll,banner,True,desktop
819,1580,440,258,qC-X5MogTI0,2024-09-17 19:57:08.272981,mid-roll,banner,True,desktop
820,1582,1001,363,qC-X5MogTI0,2024-11-24 20:39:00.000000,pre-roll,non-skippable,True,desktop
821,1586,934,252,qC-X5MogTI0,2024-06-21 19:02:00.000000,pre-roll,non-skippable,False,desktop
822,1594,1291,43,Hs2SJ63Fl2k,2024-05-04 12:28:00.000000,pre-roll,pre-roll,False,tablet
823,1595,198,464,Hs2SJ63Fl2k,2024-06-29 15:51:00.000000,pre-roll,skippable,False,mobile
824,1602,92,477,LpT3Y3taiyc,2024-11-14 15:40:00.000000,pre-roll,mid-roll,False,mobile
825,1602,92,270,LpT3Y3taiyc,2024-11-14 15:41:14.462770,mid-roll,banner,True,mobile
826,1607,1254,489,LpT3Y3taiyc,2024-01-03 07:23:00.000000,pre-roll,mid-roll,True,mobile
827,1610,315,165,C_FCXTV-3GU,2024-01-25 13:02:00.000000,pre-roll,skippable,True,desktop
828,1611,921,292,C_FCXTV-3GU,2024-06-03 20:31:00.000000,pre-roll,mid-roll,True,desktop
829,1612,191,312,C_FCXTV-3GU,2024-03-19 06:09:00.000000,pre-roll,pre-roll,True,mobile
830,1614,883,142,C_FCXTV-3GU,2024-09-26 21:20:00.000000,pre-roll,banner,True,mobile
831,1614,883,57,C_FCXTV-3GU,2024-09-26 21:21:06.079442,mid-roll,non-skippable,True,mobile
832,1616,1135,209,C_FCXTV-3GU,2024-06-09 13:18:00.000000,pre-roll,non-skippable,True,mobile
833,1618,1232,294,3XZCekGnT_c,2024-11-08 09:46:00.000000,pre-roll,skippable,True,desktop
834,1621,752,132,3XZCekGnT_c,2024-02-29 16:54:00.000000,pre-roll,banner,True,tablet
835,1622,964,142,3XZCekGnT_c,2024-03-17 21:18:00.000000,pre-roll,banner,True,mobile
836,1624,295,455,NCkIbF6OhGs,2024-01-20 19:37:00.000000,pre-roll,pre-roll,True,mobile
837,1628,234,436,NCkIbF6OhGs,2024-03-21 10:58:00.000000,pre-roll,bumper,False,tablet
838,1633,1081,457,WTQv10OjpBg,2024-12-16 22:17:00.000000,pre-roll,pre-roll,False,mobile
839,1635,1591,219,WTQv10OjpBg,2024-08-06 17:09:00.000000,pre-roll,bumper,True,mobile
840,1636,1994,173,WTQv10OjpBg,2024-07-27 19:27:00.000000,pre-roll,non-skippable,True,tablet
841,1639,238,390,2FfzXByl4ec,2024-02-08 23:38:00.000000,pre-roll,skippable,True,mobile
842,1640,631,305,2FfzXByl4ec,2024-04-27 09:45:00.000000,pre-roll,non-skippable,False,mobile
843,1642,191,174,2FfzXByl4ec,2024-09-30 22:06:00.000000,pre-roll,banner,True,mobile
844,1650,1083,147,GumCRKHqx4k,2024-05-25 21:40:00.000000,pre-roll,mid-roll,False,mobile
845,1651,1024,236,GumCRKHqx4k,2024-12-04 20:23:00.000000,pre-roll,skippable,False,desktop
846,1652,1229,400,A7Dk-ixHKjY,2024-06-22 13:12:00.000000,pre-roll,bumper,False,tablet
847,1656,1293,388,A7Dk-ixHKjY,2024-10-29 17:14:00.000000,pre-roll,pre-roll,True,desktop
848,1663,1043,270,cS--D_ROf2w,2024-08-05 23:12:00.000000,pre-roll,banner,True,mobile
849,1666,923,11,1nqGR32Lh60,2024-03-13 19:29:00.000000,pre-roll,skippable,True,mobile
850,1668,1912,402,1nqGR32Lh60,2024-02-03 08:40:00.000000,pre-roll,non-skippable,True,tablet
851,1671,512,210,1nqGR32Lh60,2024-03-31 17:59:00.000000,pre-roll,non-skippable,False,mobile
852,1672,31,49,1nqGR32Lh60,2024-07-17 19:57:00.000000,pre-roll,bumper,True,mobile
853,1672,31,422,1nqGR32Lh60,2024-07-17 19:58:28.559784,mid-roll,pre-roll,False,mobile
854,1678,935,492,X82X7L-E0kU,2024-09-16 20:51:00.000000,pre-roll,mid-roll,True,desktop
855,1678,935,489,X82X7L-E0kU,2024-09-16 20:52:59.372509,mid-roll,mid-roll,True,desktop
856,1678,935,471,X82X7L-E0kU,2024-09-16 20:53:23.326643,mid-roll,bumper,True,desktop
857,1680,1646,294,X82X7L-E0kU,2024-09-07 09:16:00.000000,pre-roll,skippable,True,mobile
858,1680,1646,219,X82X7L-E0kU,2024-09-07 09:16:43.261521,mid-roll,bumper,True,mobile
859,1682,1806,166,NsHWT6H3Gbs,2024-01-06 16:01:00.000000,pre-roll,non-skippable,True,mobile
860,1684,1806,135,NsHWT6H3Gbs,2024-02-01 18:54:00.000000,pre-roll,skippable,True,mobile
861,1684,1806,359,NsHWT6H3Gbs,2024-02-01 18:55:02.223231,mid-roll,pre-roll,True,mobile
862,1687,550,174,NsHWT6H3Gbs,2024-06-26 08:41:00.000000,pre-roll,banner,True,smart_tv
863,1689,823,135,SU6McXo-K6E,2024-07-20 20:20:00.000000,pre-roll,skippable,True,desktop
864,1689,823,142,SU6McXo-K6E,2024-07-20 20:21:52.742950,mid-roll,banner,True,desktop
865,1690,1780,49,RvmmUPpd4So,2024-11-10 19:52:00.000000,pre-roll,bumper,True,desktop
866,1692,1920,312,RvmmUPpd4So,2024-01-15 20:20:00.000000,pre-roll,pre-roll,True,smart_tv
867,1694,1910,174,RvmmUPpd4So,2024-03-26 20:30:00.000000,pre-roll,banner,True,mobile
868,1695,706,174,RvmmUPpd4So,2024-12-07 20:52:00.000000,pre-roll,banner,True,smart_tv
869,1700,1471,336,7eeFm-NkZ4c,2024-12-17 18:45:00.000000,pre-roll,non-skippable,False,mobile
870,1704,81,88,7eeFm-NkZ4c,2024-08-06 06:18:00.000000,pre-roll,mid-roll,False,smart_tv
871,1704,81,455,7eeFm-NkZ4c,2024-08-06 06:20:55.568570,mid-roll,pre-roll,True,smart_tv
872,1706,728,107,7eeFm-NkZ4c,2024-07-04 13:58:00.000000,pre-roll,pre-roll,False,mobile
873,1707,57,369,7eeFm-NkZ4c,2024-10-07 20:14:00.000000,pre-roll,mid-roll,True,desktop
874,1711,1025,44,AxiQ4VfZZXw,2024-07-23 13:28:00.000000,pre-roll,pre-roll,False,mobile
875,1713,14,33,p9FsbU1-x9A,2024-06-30 20:24:00.000000,pre-roll,pre-roll,False,tablet
876,1713,14,111,p9FsbU1-x9A,2024-06-30 20:25:37.311166,mid-roll,non-skippable,True,tablet
877,1717,780,301,lC43vFg36C4,2024-07-30 21:56:00.000000,pre-roll,pre-roll,True,mobile
878,1720,1146,57,atp-26fsjZI,2024-12-11 09:22:00.000000,pre-roll,non-skippable,True,smart_tv
879,1721,876,351,atp-26fsjZI,2024-08-12 18:19:00.000000,pre-roll,skippable,False,desktop
880,1723,883,258,atp-26fsjZI,2024-05-06 21:56:00.000000,pre-roll,banner,True,mobile
881,1724,1971,2,atp-26fsjZI,2024-06-15 10:50:00.000000,pre-roll,non-skippable,True,mobile
882,1731,1805,489,xSDfCwDmJNo,2024-09-21 13:59:00.000000,pre-roll,mid-roll,True,desktop
883,1731,1805,425,xSDfCwDmJNo,2024-09-21 14:00:47.580611,mid-roll,pre-roll,False,desktop
884,1731,1805,404,xSDfCwDmJNo,2024-09-21 14:00:19.058461,mid-roll,non-skippable,False,desktop
885,1736,830,111,XJDzH7FS9zA,2024-05-30 02:43:00.000000,pre-roll,non-skippable,True,mobile
886,1736,830,435,XJDzH7FS9zA,2024-05-30 02:44:11.180590,mid-roll,banner,False,mobile
887,1736,830,147,XJDzH7FS9zA,2024-05-30 02:44:32.878369,mid-roll,mid-roll,False,mobile
888,1737,1581,28,CdMTSLgEo50,2024-10-04 22:40:00.000000,pre-roll,skippable,False,mobile
889,1737,1581,2,CdMTSLgEo50,2024-10-04 22:41:12.774645,mid-roll,non-skippable,True,mobile
890,1743,631,48,Xc5rNhPdj6s,2024-12-18 22:01:00.000000,pre-roll,pre-roll,False,mobile
891,1745,1291,258,YPiQp7UVvxc,2024-05-24 18:06:00.000000,pre-roll,banner,True,tablet
892,1745,1291,455,YPiQp7UVvxc,2024-05-24 18:07:50.174552,mid-roll,pre-roll,True,tablet
893,1746,1752,294,YPiQp7UVvxc,2024-01-17 20:26:00.000000,pre-roll,skippable,True,desktop
894,1749,683,247,YPiQp7UVvxc,2024-09-23 00:56:00.000000,pre-roll,banner,False,desktop
895,1752,1055,57,aL6bdQBa74g,2024-02-22 12:52:00.000000,pre-roll,non-skippable,True,tablet
896,1754,537,472,U5ycRi9AoPw,2024-01-06 21:25:00.000000,pre-roll,banner,False,desktop
897,1757,1299,132,Xc5rNhPdj6s,2024-06-24 05:23:00.000000,pre-roll,banner,True,mobile
898,1762,1806,301,YPiQp7UVvxc,2024-10-18 13:11:00.000000,pre-roll,pre-roll,True,tablet
899,1762,1806,126,YPiQp7UVvxc,2024-10-18 13:11:44.991924,mid-roll,bumper,False,tablet
900,1763,1658,226,YPiQp7UVvxc,2024-09-01 19:36:00.000000,pre-roll,pre-roll,False,mobile
901,1764,113,460,YPiQp7UVvxc,2024-07-31 00:09:00.000000,pre-roll,banner,True,mobile
902,1770,1001,173,t2064Oansw8,2024-09-24 17:53:00.000000,pre-roll,non-skippable,True,mobile
903,1771,885,42,t2064Oansw8,2024-10-01 20:01:00.000000,pre-roll,pre-roll,False,mobile
904,1777,984,218,eKHCosr8y2M,2024-02-07 09:10:00.000000,pre-roll,skippable,False,mobile
905,1779,1471,83,j7gLn46OFBw,2024-09-19 12:24:00.000000,pre-roll,non-skippable,False,mobile
906,1781,287,219,j7gLn46OFBw,2024-07-27 09:09:00.000000,pre-roll,bumper,True,smart_tv
907,1783,1927,117,dJIX1f8UTIQ,2024-07-01 09:35:00.000000,pre-roll,mid-roll,False,mobile
908,1789,1945,46,QJ5Ma2M6lVI,2024-11-02 17:55:00.000000,pre-roll,skippable,False,mobile
909,1792,1394,266,QJ5Ma2M6lVI,2024-11-14 18:24:00.000000,pre-roll,skippable,True,tablet
910,1792,1394,129,QJ5Ma2M6lVI,2024-11-14 18:26:38.289498,mid-roll,pre-roll,True,tablet
911,1795,1797,395,QJ5Ma2M6lVI,2024-07-07 10:26:00.000000,pre-roll,bumper,False,smart_tv
912,1795,1797,309,QJ5Ma2M6lVI,2024-07-07 10:27:16.369522,mid-roll,skippable,True,smart_tv
913,1797,1335,91,QJ5Ma2M6lVI,2024-05-26 11:34:00.000000,pre-roll,mid-roll,True,mobile
914,1798,390,42,QJ5Ma2M6lVI,2024-09-27 10:56:00.000000,pre-roll,pre-roll,True,desktop
915,1798,390,303,QJ5Ma2M6lVI,2024-09-27 10:56:52.691106,mid-roll,pre-roll,True,desktop
916,1798,390,500,QJ5Ma2M6lVI,2024-09-27 10:57:06.093172,mid-roll,non-skippable,True,desktop
917,1799,502,8,QJ5Ma2M6lVI,2024-09-07 19:01:00.000000,pre-roll,pre-roll,True,mobile
918,1799,502,204,QJ5Ma2M6lVI,2024-09-07 19:03:39.283190,mid-roll,skippable,False,mobile
919,1799,502,48,QJ5Ma2M6lVI,2024-09-07 19:03:16.922953,mid-roll,pre-roll,True,mobile
920,1802,419,480,QJ5Ma2M6lVI,2024-02-18 15:25:00.000000,pre-roll,banner,True,mobile
921,1803,1476,440,QJ5Ma2M6lVI,2024-09-16 11:31:00.000000,pre-roll,bumper,True,mobile
922,1804,1998,337,QJ5Ma2M6lVI,2024-07-18 22:34:00.000000,pre-roll,pre-roll,True,tablet
923,1808,502,435,QJ5Ma2M6lVI,2024-08-18 18:36:00.000000,pre-roll,banner,False,mobile
924,1809,860,58,QJ5Ma2M6lVI,2024-10-07 04:32:00.000000,pre-roll,mid-roll,True,mobile
925,1809,860,266,QJ5Ma2M6lVI,2024-10-07 04:34:16.779918,mid-roll,skippable,True,mobile
926,1813,1163,315,QJ5Ma2M6lVI,2024-07-09 21:19:00.000000,pre-roll,mid-roll,True,desktop
927,1813,1163,37,QJ5Ma2M6lVI,2024-07-09 21:20:54.522738,mid-roll,mid-roll,False,desktop
928,1813,1163,383,QJ5Ma2M6lVI,2024-07-09 21:23:36.751653,post-roll,banner,False,desktop
929,1814,1911,469,QJ5Ma2M6lVI,2024-01-05 16:15:00.000000,pre-roll,banner,True,mobile
930,1815,101,266,QJ5Ma2M6lVI,2024-02-21 10:00:00.000000,pre-roll,skippable,True,tablet
931,1815,101,314,QJ5Ma2M6lVI,2024-02-21 10:02:22.390874,mid-roll,bumper,True,tablet
932,1815,101,170,QJ5Ma2M6lVI,2024-02-21 10:01:23.258324,mid-roll,bumper,True,tablet
933,1818,1494,440,QJ5Ma2M6lVI,2024-10-16 15:46:00.000000,pre-roll,bumper,True,desktop
934,1820,1334,365,QJ5Ma2M6lVI,2024-01-16 00:05:00.000000,pre-roll,skippable,True,desktop
935,1825,1292,337,03re5VjshlQ,2024-01-02 19:56:00.000000,pre-roll,pre-roll,True,smart_tv
936,1825,1292,397,03re5VjshlQ,2024-01-02 19:57:58.028861,mid-roll,non-skippable,False,smart_tv
937,1828,1204,335,03re5VjshlQ,2024-03-04 07:24:00.000000,pre-roll,banner,False,desktop
938,1828,1204,365,03re5VjshlQ,2024-03-04 07:25:16.478155,mid-roll,skippable,True,desktop
939,1828,1204,266,03re5VjshlQ,2024-03-04 07:25:58.643377,mid-roll,skippable,True,desktop
940,1830,472,446,03re5VjshlQ,2024-04-07 09:28:00.000000,pre-roll,skippable,True,tablet
941,1836,343,58,03re5VjshlQ,2024-11-09 13:53:00.000000,pre-roll,mid-roll,True,mobile
942,1837,1990,469,55a-zJno95U,2024-03-06 13:53:00.000000,pre-roll,banner,True,mobile
943,1838,142,414,55a-zJno95U,2024-07-23 20:46:00.000000,pre-roll,skippable,True,mobile
944,1843,575,480,55a-zJno95U,2024-02-02 06:59:00.000000,pre-roll,banner,True,tablet
945,1848,390,332,55a-zJno95U,2024-06-17 18:25:00.000000,pre-roll,non-skippable,False,desktop
946,1851,145,429,55a-zJno95U,2024-03-21 19:14:00.000000,pre-roll,mid-roll,True,desktop
947,1852,734,7,iWauk1y72Cw,2024-05-18 08:25:00.000000,pre-roll,bumper,True,mobile
948,1855,1991,48,iWauk1y72Cw,2024-05-08 16:38:00.000000,pre-roll,pre-roll,True,mobile
949,1856,1173,154,iWauk1y72Cw,2024-02-29 19:37:00.000000,pre-roll,bumper,True,mobile
950,1857,1875,182,iWauk1y72Cw,2024-03-27 10:45:00.000000,pre-roll,banner,True,mobile
951,1858,915,266,iWauk1y72Cw,2024-01-24 14:10:00.000000,pre-roll,skippable,True,mobile
