engagement_id,impression_id,user_id,ad_id,timestamp,clicked,skipped,dwell_time,converted,effective_ctr
354,354,296,444,2024-02-14 19:46:00.000000,1,1,1.34,0,0.1066
355,355,1145,415,2024-03-08 12:29:00.000000,0,1,0.89,0,0.0295
356,356,1583,362,2024-08-21 22:10:00.000000,0,0,1.59,0,0.144
357,357,1591,290,2024-08-24 20:49:00.000000,1,0,17.14,0,0.0642
358,358,1606,377,2024-06-15 18:47:00.000000,0,0,1.63,0,0.169
359,359,1606,28,2024-06-15 18:47:58.805497,0,0,1.92,0,0.0768
360,360,179,333,2024-01-26 19:25:00.000000,0,0,1.13,0,0.0401
361,361,179,98,2024-01-26 19:25:55.873304,0,0,1.45,0,0.0729
362,362,1697,186,2024-10-27 22:09:00.000000,0,0,1.63,0,0.1363
363,363,1697,420,2024-10-27 22:10:36.233071,0,0,0.48,0,0.0516
364,364,1697,435,2024-10-27 22:10:54.994016,0,0,1.4,0,0.1239
365,365,161,362,2024-02-08 20:00:00.000000,0,0,1.66,0,0.1414
366,366,1924,327,2024-08-07 18:30:00.000000,0,0,1.69,0,0.0534
367,367,1682,404,2024-10-28 09:16:00.000000,0,0,0.08,0,0.1055
368,368,1682,325,2024-10-28 09:18:00.192868,0,0,1.48,0,0.0213
369,369,264,452,2024-05-19 17:14:00.000000,0,0,1.21,0,0.066
370,370,1336,131,2024-12-06 23:13:00.000000,0,1,0.93,0,0.0703
371,371,1153,291,2024-12-28 11:35:00.000000,0,0,1.79,0,0.1327
372,372,1562,27,2024-05-07 18:00:00.000000,0,0,1.06,0,0.0282
373,373,1562,405,2024-05-07 18:00:47.716051,0,0,0.79,0,0.1383
374,374,206,251,2024-04-10 12:49:00.000000,0,0,0.74,0,0.0417
375,375,161,344,2024-04-25 22:30:00.000000,0,0,0.17,0,0.0884
376,376,450,456,2024-03-02 18:26:00.000000,0,0,0.05,0,0.2264
377,377,640,364,2024-08-10 10:57:00.000000,0,0,1.7,0,0.069
378,378,192,262,2024-05-20 17:10:00.000000,0,0,0.98,0,0.0743
379,379,551,415,2024-05-19 05:31:00.000000,0,0,0.03,0,0.0505
380,380,551,433,2024-05-19 05:32:46.262392,0,0,0.28,0,0.0368
381,381,1070,341,2024-09-25 14:47:00.000000,0,0,1.27,0,0.0733
382,382,523,415,2024-05-01 12:37:00.000000,1,0,7.51,0,0.0819
383,383,523,18,2024-05-01 12:38:46.004282,0,0,1.69,0,0.1489
384,384,1962,69,2024-10-29 09:55:00.000000,0,1,1.47,0,0.0627
385,385,1373,212,2024-12-02 20:51:00.000000,0,0,1.23,0,0.0828
386,386,1373,472,2024-12-02 20:51:37.893716,0,0,0.19,0,0.0904
387,387,1373,143,2024-12-02 20:52:48.299980,0,0,0.57,0,0.0678
388,388,1850,293,2024-01-03 04:19:00.000000,0,0,1.66,0,0.069
389,389,1850,199,2024-01-03 04:19:30.618982,0,1,0.5,0,0.0784
390,390,1850,497,2024-01-03 04:19:59.857937,0,0,0.03,0,0.0941
391,391,495,235,2024-01-17 08:55:00.000000,0,0,0.81,0,0.0369
392,392,82,382,2024-11-20 14:48:00.000000,0,0,0.49,0,0.0638
393,393,604,377,2024-03-04 07:20:00.000000,0,0,0.15,0,0.0989
394,394,1952,261,2024-11-19 14:56:00.000000,0,0,0.14,0,0.2561
395,395,1101,364,2024-03-09 14:04:00.000000,0,0,0.66,0,0.0565
396,396,309,217,2024-07-18 19:34:00.000000,0,0,0.22,0,0.1446
397,397,744,56,2024-10-10 19:26:00.000000,0,0,1.27,0,0.1802
398,398,1086,76,2024-11-10 20:23:00.000000,0,1,0.05,0,0.084
399,399,944,85,2024-02-07 10:17:00.000000,0,0,1.68,0,0.0744
400,400,1720,376,2024-04-26 09:06:00.000000,0,0,1.44,0,0.0395
401,401,1720,262,2024-04-26 09:10:35.849155,0,0,0.3,0,0.0503
402,402,1707,265,2024-12-18 16:07:00.000000,0,1,0.6,0,0.0512
403,403,620,415,2024-06-10 18:30:00.000000,0,1,1.79,0,0.0638
404,404,424,190,2024-01-19 20:25:00.000000,0,1,1.12,0,0.0839
405,405,196,46,2024-01-20 09:58:00.000000,0,0,1.17,0,0.0533
406,406,1062,56,2024-04-07 19:13:00.000000,1,0,24.62,0,0.1451
407,407,1100,416,2024-04-02 13:59:00.000000,0,0,0.51,0,0.133
408,408,1115,305,2024-06-07 03:13:00.000000,0,0,1.21,0,0.1185
409,409,923,31,2024-03-01 00:19:00.000000,0,0,0.22,0,0.041
410,410,738,18,2024-11-11 05:16:00.000000,0,0,1.45,0,0.0851
411,411,738,293,2024-11-11 05:18:11.438829,0,0,2.0,0,0.031
412,412,1511,456,2024-06-21 13:32:00.000000,0,0,1.07,0,0.1705
413,413,1947,415,2024-04-25 16:33:00.000000,0,0,1.93,0,0.0426
414,414,1947,477,2024-04-25 16:33:56.633203,0,0,0.05,0,0.0344
415,415,1200,280,2024-02-06 16:16:00.000000,0,0,1.34,0,0.0275
416,416,1200,123,2024-02-06 16:17:12.946889,0,0,0.91,0,0.135
417,417,1200,181,2024-02-06 16:17:27.278097,0,0,1.76,0,0.0675
418,418,309,415,2024-05-08 13:39:00.000000,0,1,0.37,0,0.0602
419,419,1051,252,2024-07-21 14:08:00.000000,0,0,0.11,0,0.1567
420,420,1709,253,2024-09-20 11:41:00.000000,0,0,1.62,0,0.1314
421,421,1902,425,2024-08-13 16:31:00.000000,0,0,1.05,0,0.1299
422,422,1304,287,2024-02-21 07:48:00.000000,1,0,14.66,0,0.1648
423,423,952,406,2024-06-08 20:02:00.000000,0,0,0.22,0,0.0519
424,424,6,175,2024-02-24 08:53:00.000000,0,0,0.53,0,0.0609
425,425,610,426,2024-11-28 20:41:00.000000,0,0,1.66,0,0.0695
426,426,361,167,2024-05-05 02:37:00.000000,0,0,0.56,0,0.0464
427,427,485,313,2024-06-01 14:13:00.000000,0,0,0.94,0,0.1908
428,428,2000,261,2024-10-10 09:11:00.000000,0,0,0.68,0,0.2204
429,429,1752,167,2024-07-06 18:25:00.000000,0,0,0.11,0,0.0575
430,430,881,22,2024-06-16 11:49:00.000000,0,1,1.56,0,0.0299
431,431,219,329,2024-08-05 13:31:00.000000,0,0,1.63,0,0.1007
432,432,1370,293,2024-10-15 13:05:00.000000,1,0,7.26,0,0.0641
433,433,1536,112,2024-07-22 23:06:00.000000,0,0,1.81,0,0.1375
434,434,1504,261,2024-10-14 02:53:00.000000,1,0,12.61,0,0.1407
435,435,348,233,2024-04-11 17:33:00.000000,0,0,0.31,0,0.1896
436,436,1933,54,2024-09-21 22:48:00.000000,0,0,0.8,0,0.0448
437,437,863,241,2024-11-30 08:54:00.000000,0,0,1.62,0,0.1521
438,438,863,220,2024-11-30 08:55:06.929802,0,1,1.34,0,0.0384
439,439,203,447,2024-02-26 17:42:00.000000,0,0,0.95,0,0.0574
440,440,1421,378,2024-07-14 01:36:00.000000,0,0,1.79,0,0.1075
441,441,429,313,2024-01-10 09:54:00.000000,0,0,0.35,0,0.1026
442,442,1015,347,2024-04-08 17:57:00.000000,0,0,1.96,0,0.0709
443,443,1015,416,2024-04-08 17:58:42.719975,0,0,0.45,0,0.129
444,444,1015,370,2024-04-08 17:59:04.657505,0,0,0.66,0,0.0573
445,445,646,456,2024-08-05 21:09:00.000000,0,0,0.73,0,0.2287
446,446,1797,119,2024-02-22 14:18:00.000000,1,0,84.39,0,0.0571
447,447,516,133,2024-10-07 11:41:00.000000,0,0,0.84,0,0.0864
448,448,573,164,2024-07-31 20:17:00.000000,0,0,0.36,0,0.0609
449,449,858,281,2024-09-25 18:35:00.000000,1,0,19.37,0,0.0397
450,450,858,296,2024-09-25 18:36:09.807556,0,0,0.77,0,0.0601
451,451,858,281,2024-09-25 18:37:58.884835,0,0,0.59,0,0.0361
452,452,1304,31,2024-01-26 15:10:00.000000,0,0,1.01,0,0.1545
453,453,429,293,2024-10-20 07:18:00.000000,0,0,1.94,0,0.0616
454,454,939,18,2024-11-04 05:15:00.000000,0,0,0.05,0,0.1064
455,455,939,398,2024-11-04 05:16:12.370400,0,0,0.35,0,0.1161
456,456,1127,382,2024-06-25 19:03:00.000000,0,0,1.63,0,0.0743
457,457,1861,63,2024-12-30 21:12:00.000000,0,0,1.41,0,0.0716
458,458,395,34,2024-06-22 20:53:00.000000,1,0,11.31,0,0.1924
459,459,785,171,2024-02-19 19:09:00.000000,0,0,0.72,0,0.136
460,460,192,335,2024-11-19 08:11:00.000000,0,0,1.34,0,0.0619
461,461,192,252,2024-11-19 08:12:24.504617,1,0,5.76,0,0.0844
462,462,192,262,2024-11-19 08:12:21.183617,0,0,1.03,0,0.0676
463,463,1008,241,2024-07-24 14:23:00.000000,0,0,0.49,0,0.2273
464,464,1040,34,2024-11-05 21:42:00.000000,0,0,0.79,0,0.1353
465,465,1040,353,2024-11-05 21:43:06.925847,0,0,0.32,0,0.0512
466,466,516,53,2024-07-28 20:28:00.000000,0,0,0.37,0,0.032
467,467,1529,65,2024-05-12 17:00:00.000000,0,0,0.52,0,0.057
468,468,396,456,2024-03-11 20:42:00.000000,0,0,1.6,0,0.1388
469,469,492,119,2024-10-21 09:48:00.000000,0,0,0.09,0,0.0804
470,470,1370,293,2024-01-17 11:27:00.000000,0,0,0.08,0,0.0769
471,471,173,376,2024-01-01 06:17:00.000000,0,0,0.88,0,0.0414
472,472,382,281,2024-03-07 18:08:00.000000,0,0,0.99,0,0.0441
473,473,222,329,2024-07-03 10:06:00.000000,0,0,0.89,0,0.0619
474,474,1470,235,2024-04-08 20:04:00.000000,0,0,1.76,0,0.0444
475,475,1470,461,2024-04-08 20:06:18.866584,0,0,0.58,0,0.028
476,476,721,491,2024-04-22 13:52:00.000000,0,0,1.68,0,0.0406
477,477,1829,468,2024-05-14 09:39:00.000000,0,1,0.94,0,0.0669
478,478,906,381,2024-07-12 21:19:00.000000,0,0,0.59,0,0.0554
479,479,385,2,2024-06-24 14:20:00.000000,0,0,1.45,0,0.0755
480,480,813,269,2024-10-26 16:10:00.000000,1,0,15.55,0,0.1514
481,481,747,123,2024-01-31 06:47:00.000000,0,0,1.34,0,0.1943
482,482,1678,181,2024-08-29 22:54:00.000000,0,0,1.62,0,0.0744
483,483,1678,56,2024-08-29 22:55:14.299824,0,0,1.57,0,0.1352
484,484,1678,34,2024-08-29 22:55:57.957927,1,0,8.62,0,0.0902
485,485,1678,456,2024-10-08 12:55:00.000000,0,0,1.1,0,0.1116
486,486,1678,123,2024-10-08 12:56:48.156780,0,0,1.69,0,0.1014
487,487,699,366,2024-07-03 03:43:00.000000,0,1,0.6,0,0.0583
488,488,1529,210,2024-09-09 18:01:00.000000,0,0,1.87,0,0.0713
489,489,15,84,2024-05-15 00:18:00.000000,0,0,0.87,0,0.0826
490,490,806,184,2024-04-23 21:54:00.000000,0,1,1.03,0,0.0602
491,491,1192,235,2024-04-02 21:27:00.000000,0,0,1.22,0,0.0339
492,492,1305,123,2024-02-20 19:48:00.000000,0,0,0.22,0,0.2644
493,493,1370,408,2024-09-10 06:41:00.000000,1,0,64.21,0,0.1068
494,494,1370,364,2024-09-10 06:43:22.882145,0,0,0.05,0,0.0699
495,495,1370,497,2024-09-10 06:41:52.977456,0,0,1.31,0,0.1048
496,496,1848,376,2024-09-06 08:50:00.000000,0,0,1.93,0,0.0525
497,497,1848,31,2024-09-06 08:50:35.382715,0,1,1.35,0,0.0596
498,498,1848,219,2024-09-06 08:51:29.801700,0,0,1.97,0,0.0265
499,499,1326,478,2024-03-08 12:07:00.000000,0,0,1.53,0,0.0924
500,500,1226,412,2024-06-19 16:04:00.000000,0,0,1.34,0,0.0979
501,501,353,149,2024-01-18 22:26:00.000000,0,0,0.53,0,0.0296
502,502,1718,500,2024-04-27 12:33:00.000000,0,0,1.51,0,0.0633
503,503,1370,261,2024-09-25 21:43:00.000000,0,0,1.77,0,0.2306
504,504,1370,366,2024-09-25 21:43:47.105589,0,1,1.39,0,0.0874
505,505,936,56,2024-10-06 17:49:00.000000,0,0,0.3,0,0.195
506,506,944,418,2024-05-22 19:18:00.000000,1,0,11.71,0,0.0744
507,507,1043,317,2024-09-17 15:02:00.000000,1,1,4.36,0,0.077
508,508,377,46,2024-04-30 20:51:00.000000,0,1,0.88,0,0.1133
509,509,1322,281,2024-05-25 16:13:00.000000,0,0,1.91,0,0.0612
510,510,1322,253,2024-05-25 16:14:48.519697,0,0,1.06,0,0.167
511,511,1529,366,2024-04-26 20:32:00.000000,0,1,0.79,0,0.0642
512,512,15,208,2024-01-04 09:31:00.000000,0,0,1.26,0,0.1377
513,513,15,84,2024-01-04 09:31:42.362705,0,0,0.65,0,0.0751
514,514,15,184,2024-01-04 09:32:12.266986,0,1,1.54,0,0.1127
515,515,1714,281,2024-10-21 11:51:00.000000,0,0,1.73,0,0.0498
516,516,303,382,2024-08-15 08:24:00.000000,0,1,0.19,0,0.0832
517,517,1168,181,2024-01-26 10:24:00.000000,0,0,1.34,0,0.1042
518,518,1168,417,2024-01-26 10:26:35.213520,0,0,1.72,0,0.1053
519,519,1168,56,2024-01-26 10:25:49.640326,0,0,0.09,0,0.1895
520,520,516,31,2024-01-08 16:30:00.000000,0,0,1.66,0,0.072
521,521,516,463,2024-01-08 16:30:35.605764,0,1,0.74,0,0.0654
522,522,1010,31,2024-02-13 01:26:00.000000,0,1,1.4,0,0.0759
523,523,1164,8,2024-05-03 20:50:00.000000,0,0,1.64,0,0.0732
524,524,480,382,2024-05-19 00:05:00.000000,0,1,0.05,0,0.0606
525,525,1115,378,2024-06-03 10:54:00.000000,0,0,0.22,0,0.2132
526,526,824,468,2024-01-26 16:20:00.000000,0,1,0.97,0,0.0405
527,527,429,313,2024-07-15 06:20:00.000000,0,0,1.34,0,0.1026
528,528,952,9,2024-06-19 15:25:00.000000,0,0,1.67,0,0.0519
529,529,1200,293,2024-12-25 21:28:00.000000,1,0,22.91,0,0.0495
530,530,71,227,2024-10-26 06:38:00.000000,0,0,0.12,0,0.0498
531,531,1280,261,2024-03-30 19:06:00.000000,0,0,1.93,0,0.2153
532,532,832,119,2024-07-05 15:59:00.000000,0,0,0.19,0,0.0451
533,533,1603,54,2024-04-20 10:00:00.000000,0,0,1.97,0,0.0365
534,534,990,217,2024-03-26 00:00:00.000000,1,0,7.31,0,0.2908
535,535,990,234,2024-03-26 00:02:36.455533,0,0,1.73,0,0.1224
536,536,706,310,2024-08-08 18:58:00.000000,0,1,0.41,0,0.0358
537,537,15,341,2024-03-28 19:00:00.000000,0,1,1.92,0,0.0861
538,538,15,252,2024-03-28 19:00:38.600522,0,0,0.73,0,0.1565
539,539,338,46,2024-08-28 16:38:00.000000,0,1,0.87,0,0.1009
540,540,1511,364,2024-08-01 23:15:00.000000,0,0,0.89,0,0.0568
541,541,1355,492,2024-11-23 13:22:00.000000,0,0,1.01,0,0.0438
542,542,1008,415,2024-08-12 19:37:00.000000,0,1,1.99,0,0.1137
543,543,1660,366,2024-09-09 16:03:00.000000,1,0,19.75,0,0.0648
544,544,82,347,2024-01-17 09:38:00.000000,0,0,1.34,0,0.0638
545,545,82,241,2024-01-17 09:39:18.883739,0,0,0.61,0,0.116
546,546,82,31,2024-01-17 09:40:11.681611,0,1,1.28,0,0.058
547,547,113,119,2024-02-02 10:39:00.000000,0,0,1.9,0,0.0477
548,548,863,157,2024-03-11 17:22:00.000000,0,0,0.59,0,0.0422
549,549,863,262,2024-03-11 17:22:44.950230,0,0,1.79,0,0.0553
550,550,1221,431,2024-05-13 09:55:00.000000,0,0,1.79,0,0.162
551,551,779,281,2024-03-28 19:24:00.000000,0,0,1.52,0,0.0334
552,552,152,168,2024-12-16 06:22:00.000000,0,0,0.02,0,0.0683
553,553,652,17,2024-11-17 17:29:00.000000,0,0,1.03,0,0.0265
554,554,1066,56,2024-08-19 11:40:00.000000,0,0,0.61,0,0.1306
555,555,102,376,2024-12-08 13:18:00.000000,0,0,1.21,0,0.0664
556,556,875,217,2024-02-18 20:37:00.000000,0,0,0.49,0,0.1132
557,557,875,281,2024-02-18 20:38:59.333667,0,0,1.66,0,0.0343
558,558,875,287,2024-02-18 20:38:11.897489,0,0,0.81,0,0.0686
559,559,1152,459,2024-03-21 16:20:00.000000,1,0,15.05,0,0.0772
560,560,1152,165,2024-03-21 16:21:59.095766,0,0,1.25,0,0.0438
561,561,1152,286,2024-03-21 16:21:47.659086,0,0,0.16,0,0.0701
562,562,14,46,2024-06-28 10:33:00.000000,0,0,1.39,0,0.0676
563,563,267,319,2024-06-03 21:01:00.000000,0,0,0.4,0,0.0277
564,564,267,329,2024-06-03 21:02:06.248309,0,0,1.07,0,0.0283
565,565,267,455,2024-06-03 21:02:16.363154,0,1,0.07,0,0.0189
566,566,6,287,2024-08-12 20:16:00.000000,1,0,3.69,0,0.1096
567,567,6,317,2024-08-12 20:17:14.198423,0,0,0.43,0,0.0747
568,568,429,269,2024-10-06 07:29:00.000000,0,0,0.79,0,0.1026
569,569,1560,311,2024-11-20 20:54:00.000000,0,0,1.39,0,0.0385
570,570,1268,259,2024-09-29 17:53:00.000000,0,0,0.15,0,0.0621
571,571,1268,298,2024-09-29 17:54:12.739338,0,0,1.76,0,0.0392
572,572,957,468,2024-02-15 15:37:00.000000,0,1,0.81,0,0.0922
573,573,957,382,2024-02-15 15:38:20.621338,0,0,1.19,0,0.0838
574,574,957,445,2024-02-15 15:39:01.360170,0,0,1.96,0,0.0745
575,575,1115,287,2024-04-12 17:48:00.000000,0,0,1.66,0,0.1706
576,576,1115,233,2024-04-12 17:49:13.234255,0,0,0.91,0,0.2326
577,577,1565,415,2024-12-11 16:49:00.000000,0,0,0.9,0,0.0559
578,578,1565,339,2024-12-11 16:51:13.900164,0,0,1.0,0,0.0677
579,579,1203,76,2024-10-22 08:57:00.000000,0,0,1.11,0,0.0496
580,580,1477,7,2024-07-25 20:00:00.000000,0,0,1.87,0,0.0371
581,581,1477,181,2024-07-25 20:00:54.662375,0,0,0.64,0,0.0911
582,582,258,181,2024-12-29 11:48:00.000000,0,0,0.09,0,0.073
583,583,429,18,2024-07-04 08:52:00.000000,0,0,1.2,0,0.154
584,584,1777,1,2024-09-20 18:44:00.000000,0,0,0.8,0,0.0699
585,585,28,317,2024-10-13 02:29:00.000000,0,0,0.68,0,0.0745
586,586,1997,347,2024-02-28 10:46:00.000000,0,0,0.57,0,0.0502
587,587,1997,76,2024-02-28 10:47:37.774897,0,0,0.6,0,0.0457
588,588,1997,378,2024-02-28 10:47:29.247622,0,0,1.58,0,0.0914
589,589,1008,137,2024-09-19 19:11:00.000000,0,1,0.5,0,0.0758
590,590,1008,203,2024-09-19 19:13:20.589842,0,0,0.1,0,0.0574
591,591,875,410,2024-08-25 08:31:00.000000,1,0,3.65,0,0.0262
592,592,1036,206,2024-06-16 14:24:00.000000,0,0,0.93,0,0.0435
593,593,6,241,2024-10-05 05:57:00.000000,0,0,1.32,0,0.1027
594,594,944,426,2024-08-05 20:57:00.000000,0,0,1.68,0,0.0536
595,595,385,425,2024-09-15 17:51:00.000000,0,0,0.19,0,0.102
596,596,385,322,2024-09-15 17:52:26.398655,0,0,0.2,0,0.0858
597,597,896,18,2024-01-12 16:53:00.000000,0,0,0.56,0,0.1386
598,598,1043,329,2024-09-15 18:42:00.000000,0,1,0.42,0,0.0642
599,599,457,456,2024-03-12 21:25:00.000000,0,0,0.49,0,0.2201
600,600,84,500,2024-05-30 16:49:00.000000,0,0,0.08,0,0.0526
601,601,1796,468,2024-01-21 17:00:00.000000,0,1,1.88,0,0.0634
602,602,1693,104,2024-08-25 12:14:00.000000,0,0,1.58,0,0.0242
603,603,1477,366,2024-11-22 10:51:00.000000,1,0,3.37,0,0.0835
604,604,1477,133,2024-11-22 10:52:45.575402,1,0,91.73,0,0.0911
605,605,1477,384,2024-11-22 10:53:55.174247,0,0,1.1,0,0.0607
606,606,395,192,2024-03-15 23:15:00.000000,0,0,1.06,0,0.1603
607,607,395,496,2024-03-15 23:17:15.621377,0,1,1.8,0,0.0729
608,608,166,413,2024-07-08 14:53:00.000000,0,1,1.88,0,0.043
609,609,205,88,2024-12-21 21:40:00.000000,0,0,0.68,0,0.0685
610,610,205,382,2024-12-21 21:40:43.327107,0,1,0.79,0,0.0701
611,611,1337,167,2024-08-20 11:49:00.000000,0,0,0.42,0,0.0339
612,612,1168,18,2024-09-21 22:05:00.000000,0,0,1.44,0,0.1737
613,613,706,395,2024-01-09 09:16:00.000000,0,0,1.8,0,0.0239
614,614,706,119,2024-01-09 09:20:35.567679,0,0,1.22,0,0.0273
615,615,252,235,2024-02-07 06:47:00.000000,0,0,1.81,0,0.0328
616,616,1653,87,2024-09-02 16:23:00.000000,1,0,4.44,0,0.2103
617,617,1653,329,2024-09-02 16:25:09.561120,0,1,1.28,0,0.0956
618,618,1269,46,2024-09-15 13:09:00.000000,1,1,15.18,0,0.07
619,619,1586,342,2024-08-31 17:49:00.000000,0,0,0.62,0,0.0389
620,620,480,137,2024-03-05 19:11:00.000000,0,1,0.71,0,0.0485
621,621,146,262,2024-02-05 06:22:00.000000,0,0,2.0,0,0.0754
622,622,22,252,2024-08-29 20:21:00.000000,1,0,19.29,0,0.1654
623,623,196,253,2024-02-01 21:57:00.000000,0,0,1.96,0,0.0959
624,624,696,84,2024-01-12 22:17:00.000000,0,0,1.08,0,0.0428
625,625,773,293,2024-08-09 11:58:00.000000,1,0,5.02,0,0.0516
626,626,773,199,2024-08-09 11:59:53.513177,1,0,20.09,0,0.0586
627,627,1062,287,2024-06-19 22:15:00.000000,0,0,0.74,0,0.0967
628,628,523,168,2024-07-19 03:45:00.000000,0,0,0.49,0,0.0655
629,629,1443,190,2024-09-29 14:35:00.000000,0,0,1.86,0,0.0408
630,630,1141,18,2024-07-24 18:21:00.000000,0,0,0.52,0,0.0791
631,631,1232,10,2024-12-20 19:58:00.000000,0,0,1.59,0,0.0551
632,632,219,317,2024-06-17 22:14:00.000000,0,0,0.24,0,0.1209
633,633,1586,123,2024-10-24 02:50:00.000000,0,0,1.81,0,0.105
634,634,1172,415,2024-10-08 20:15:00.000000,0,0,0.19,0,0.0521
635,635,1172,398,2024-10-08 20:15:47.026588,0,0,1.02,0,0.1136
636,636,338,269,2024-07-30 20:34:00.000000,0,0,0.53,0,0.2019
637,637,159,344,2024-01-17 22:24:00.000000,0,0,0.22,0,0.0586
638,638,417,18,2024-02-17 19:51:00.000000,0,0,1.34,0,0.1664
639,639,417,431,2024-02-17 19:53:07.135859,0,0,1.58,0,0.1513
640,640,82,55,2024-01-18 16:06:00.000000,0,0,1.28,0,0.0283
641,641,1906,460,2024-09-07 10:11:00.000000,0,0,1.92,0,0.1701
642,642,1830,363,2024-10-11 16:48:00.000000,0,0,1.73,0,0.1169
643,643,1133,132,2024-02-09 18:21:00.000000,0,0,2.0,0,0.1777
644,644,1553,400,2024-09-21 21:48:00.000000,0,0,0.99,0,0.0265
645,645,1590,72,2024-10-31 21:10:00.000000,0,0,0.39,0,0.1073
646,646,1690,294,2024-07-21 20:59:00.000000,0,1,0.27,0,0.0915
647,647,1563,18,2024-08-05 07:39:00.000000,0,0,0.08,0,0.0721
648,648,799,173,2024-06-26 13:50:00.000000,1,0,28.62,0,0.1664
649,649,565,364,2024-04-04 08:19:00.000000,0,0,0.61,0,0.0185
650,650,356,363,2024-12-05 18:27:00.000000,1,0,300.0,0,0.1515
651,651,1290,454,2024-12-27 19:41:00.000000,0,0,1.68,0,0.0704
652,652,1425,141,2024-08-18 08:08:00.000000,1,0,4.36,0,0.0672
653,653,1614,454,2024-11-06 11:58:00.000000,0,1,0.13,0,0.0514
654,654,1614,447,2024-11-06 11:59:52.528322,0,0,1.88,0,0.0208
655,655,1614,224,2024-11-06 11:59:45.735133,0,1,1.76,0,0.0312
656,656,355,72,2024-02-17 15:36:00.000000,0,0,0.18,0,0.0921
657,657,1805,363,2024-09-24 16:27:00.000000,1,0,8.37,0,0.2411
658,658,1805,241,2024-09-24 16:28:26.673402,0,0,1.18,0,0.1217
659,659,1805,271,2024-09-24 16:28:42.444565,0,0,0.03,0,0.1096
660,660,355,135,2024-11-13 16:06:00.000000,1,0,30.11,0,0.0921
661,661,327,310,2024-03-19 20:47:00.000000,0,0,1.68,0,0.0458
662,662,1245,118,2024-09-23 04:55:00.000000,0,0,0.85,0,0.1173
663,663,1321,244,2024-03-06 16:33:00.000000,0,1,1.57,0,0.0314
664,664,522,454,2024-06-22 22:50:00.000000,0,1,1.93,0,0.116
665,665,1544,270,2024-12-09 21:22:00.000000,1,0,31.38,0,0.2367
666,666,379,210,2024-12-01 11:56:00.000000,0,0,1.77,0,0.1477
667,667,780,187,2024-05-09 17:58:00.000000,0,0,0.26,0,0.0361
668,668,1290,74,2024-08-21 09:20:00.000000,0,1,1.33,0,0.0294
669,669,1290,390,2024-08-21 09:21:27.098156,0,1,1.02,0,0.048
670,670,1290,11,2024-08-21 09:22:21.979938,0,0,1.15,0,0.048
671,671,1486,386,2024-10-27 21:09:00.000000,0,0,0.53,0,0.1359
672,672,335,132,2024-09-01 11:25:00.000000,0,0,0.08,0,0.2172
673,673,1157,64,2024-06-17 10:08:00.000000,0,0,1.35,0,0.0831
674,674,1851,135,2024-09-02 08:04:00.000000,0,0,1.89,0,0.0822
675,675,144,134,2024-11-03 08:30:00.000000,0,1,1.91,0,0.0758
676,676,1241,389,2024-03-09 18:33:00.000000,0,0,1.84,0,0.0343
677,677,1106,270,2024-05-31 23:03:00.000000,0,0,1.55,0,0.2363
678,678,1394,460,2024-09-17 10:23:00.000000,0,0,0.32,0,0.2492
679,679,1394,89,2024-09-17 10:23:53.037278,0,0,0.92,0,0.042
680,680,1394,64,2024-09-17 10:23:45.313818,0,0,1.94,0,0.151
681,681,1767,459,2024-09-19 14:45:00.000000,0,0,1.54,0,0.0671
682,682,1767,134,2024-09-19 14:46:43.350908,0,0,0.94,0,0.0686
683,683,700,342,2024-06-16 13:17:00.000000,0,0,0.34,0,0.0882
684,684,1851,71,2024-05-05 17:24:00.000000,0,0,0.2,0,0.1233
685,685,162,460,2024-10-08 13:59:00.000000,0,0,0.26,0,0.1675
686,686,1768,72,2024-04-04 19:31:00.000000,0,0,1.35,0,0.0472
687,687,1231,2,2024-06-08 23:47:00.000000,1,0,7.47,0,0.1737
688,688,1231,123,2024-06-08 23:48:28.615633,0,0,1.45,0,0.1053
689,689,1996,489,2024-07-11 00:34:00.000000,0,0,1.63,0,0.0951
690,690,1996,454,2024-07-11 00:36:37.788417,0,1,1.65,0,0.0541
691,691,1996,119,2024-07-11 00:35:53.188248,0,0,0.84,0,0.024
692,692,1373,107,2024-06-01 06:53:00.000000,0,0,1.27,0,0.0497
693,693,1373,93,2024-06-01 06:55:21.334337,1,1,11.69,0,0.0678
694,694,850,276,2024-11-06 09:51:00.000000,0,0,0.21,0,0.0918
695,695,186,396,2024-06-13 19:39:00.000000,0,0,1.55,0,0.0752
696,696,1802,471,2024-03-19 19:33:00.000000,0,0,1.76,0,0.0471
697,697,1920,142,2024-05-10 06:47:00.000000,0,0,1.54,0,0.0851
698,698,1416,202,2024-01-04 16:18:00.000000,0,0,0.41,0,0.0516
699,699,286,9,2024-05-21 19:40:00.000000,0,0,0.78,0,0.0562
700,700,1815,342,2024-06-28 22:40:00.000000,0,0,0.95,0,0.1059
701,701,1505,49,2024-12-12 17:45:00.000000,0,0,0.25,0,0.0414
702,702,1501,93,2024-03-28 18:10:00.000000,0,0,1.26,0,0.0615
703,703,628,165,2024-01-18 11:00:00.000000,0,1,0.74,0,0.0685
704,704,871,159,2024-01-20 15:31:00.000000,1,0,10.94,0,0.0847
705,705,871,1,2024-01-20 15:32:07.307696,0,0,1.98,0,0.1283
706,706,871,142,2024-01-20 15:33:00.989184,1,0,12.43,0,0.2772
